2017-12-9-21-23-32    UserID [9]    Transaction Complete 
2017-12-9-21-23-32    UserID [4]    Transaction Complete 
2017-12-9-21-23-32    UserID [0]    Transaction Complete 
2017-12-9-21-23-33    UserID [7]    Transaction Complete 
2017-12-9-21-23-33    UserID [5]    Transaction Complete 
2017-12-9-21-23-33    UserID [3]    Transaction Complete 
2017-12-9-21-23-33    UserID [8]    Transaction Complete 
2017-12-9-21-23-33    UserID [6]    Transaction Complete 
2017-12-9-21-23-33    UserID [1]    Transaction Complete 
2017-12-9-21-23-33    UserID [2]    Transaction Complete 
2017-12-9-21-23-33    UserID [0]    Transaction Complete 
2017-12-9-21-23-33    UserID [9]    Transaction Complete 
2017-12-9-21-23-33    UserID [8]    Transaction Complete 
2017-12-9-21-23-33    UserID [5]    Transaction Complete 
2017-12-9-21-23-33    UserID [4]    Transaction Complete 
2017-12-9-21-23-33    UserID [7]    Transaction Complete 
2017-12-9-21-23-33    UserID [1]    Transaction Complete 
2017-12-9-21-23-33    UserID [3]    Transaction Complete 
2017-12-9-21-23-33    UserID [6]    Transaction Complete 
2017-12-9-21-23-33    UserID [2]    Transaction Complete 
2017-12-9-21-23-33    UserID [0]    Transaction Complete 
2017-12-9-21-23-33    UserID [9]    Transaction Complete 
2017-12-9-21-23-33    UserID [5]    Transaction Complete 
2017-12-9-21-23-33    UserID [1]    Transaction Complete 
2017-12-9-21-23-33    UserID [2]    Transaction Complete 
2017-12-9-21-23-33    UserID [3]    Transaction Complete 
2017-12-9-21-23-33    UserID [7]    Transaction Complete 
2017-12-9-21-23-33    UserID [6]    Transaction Complete 
2017-12-9-21-23-33    UserID [4]    Transaction Complete 
2017-12-9-21-23-33    UserID [8]    Transaction Complete 
2017-12-9-21-23-33    UserID [0]    Transaction Complete 
2017-12-9-21-23-33    UserID [9]    Transaction Complete 
2017-12-9-21-23-34    UserID [3]    Transaction Complete 
2017-12-9-21-23-34    UserID [1]    Transaction Complete 
2017-12-9-21-23-34    UserID [7]    Transaction Complete 
2017-12-9-21-23-34    UserID [4]    Transaction Complete 
2017-12-9-21-23-34    UserID [6]    Transaction Complete 
2017-12-9-21-23-34    UserID [2]    Transaction Complete 
2017-12-9-21-23-34    UserID [8]    Transaction Complete 
2017-12-9-21-23-34    UserID [5]    Transaction Complete 
2017-12-9-21-23-34    UserID [0]    Transaction Complete 
2017-12-9-21-23-34    UserID [9]    Transaction Complete 
2017-12-9-21-23-34    UserID [6]    Transaction Complete 
2017-12-9-21-23-34    UserID [8]    Transaction Complete 
2017-12-9-21-23-34    UserID [2]    Transaction Complete 
2017-12-9-21-23-34    UserID [7]    Transaction Complete 
2017-12-9-21-23-34    UserID [4]    Transaction Complete 
2017-12-9-21-23-34    UserID [1]    Transaction Complete 
2017-12-9-21-23-34    UserID [3]    Transaction Complete 
2017-12-9-21-23-34    UserID [9]    Transaction Complete 
2017-12-9-21-23-34    UserID [0]    Transaction Complete 
2017-12-9-21-23-34    UserID [5]    Transaction Complete 
2017-12-9-21-23-34    UserID [5]    Transaction Complete 
2017-12-9-21-23-34    UserID [6]    Transaction Complete 
2017-12-9-21-23-34    UserID [2]    Transaction Complete 
2017-12-9-21-23-34    UserID [3]    Transaction Complete 
2017-12-9-21-23-34    UserID [4]    Transaction Complete 
2017-12-9-21-23-34    UserID [7]    Transaction Complete 
2017-12-9-21-23-34    UserID [0]    Transaction Complete 
2017-12-9-21-23-34    UserID [1]    Transaction Complete 
2017-12-9-21-23-34    UserID [8]    Transaction Complete 
2017-12-9-21-23-34    UserID [9]    Transaction Complete 
2017-12-9-21-23-35    UserID [2]    Transaction Complete 
2017-12-9-21-23-35    UserID [0]    Transaction Complete 
2017-12-9-21-23-35    UserID [4]    Transaction Complete 
2017-12-9-21-23-35    UserID [7]    Transaction Complete 
2017-12-9-21-23-35    UserID [8]    Transaction Complete 
2017-12-9-21-23-35    UserID [3]    Transaction Complete 
2017-12-9-21-23-35    UserID [1]    Transaction Complete 
2017-12-9-21-23-35    UserID [6]    Transaction Complete 
2017-12-9-21-23-35    UserID [5]    Transaction Complete 
2017-12-9-21-23-35    UserID [9]    Transaction Complete 
2017-12-9-21-23-35    UserID [0]    Transaction Complete 
2017-12-9-21-23-35    UserID [2]    Transaction Complete 
2017-12-9-21-23-35    UserID [4]    Transaction Complete 
2017-12-9-21-23-35    UserID [9]    Transaction Complete 
2017-12-9-21-23-35    UserID [3]    Transaction Complete 
2017-12-9-21-23-35    UserID [7]    Transaction Complete 
2017-12-9-21-23-35    UserID [5]    Transaction Complete 
2017-12-9-21-23-35    UserID [6]    Transaction Complete 
2017-12-9-21-23-35    UserID [1]    Transaction Complete 
2017-12-9-21-23-35    UserID [8]    Transaction Complete 
2017-12-9-21-23-35    UserID [0]    Transaction Complete 
2017-12-9-21-23-36    UserID [2]    Transaction Complete 
2017-12-9-21-23-36    UserID [5]    Transaction Complete 
2017-12-9-21-23-36    UserID [3]    Transaction Complete 
2017-12-9-21-23-36    UserID [8]    Transaction Complete 
